id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
105,5,Barack Obama,"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, ‘This plant kills.’""",10/16/2012,speech,Stephen Koff,10/16/2012,https://www.politifact.com/factchecks/2012/oct/17/barack-obama/obama-says-romney-once-said-coal-burning-plant-kil/
106,1,Ted Strickland,"Says Gov. John  Kasich incorrectly claimed Ohio’s economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.""",10/17/2012,news,Sabrina Eaton,10/25/2012,https://www.politifact.com/factchecks/2012/oct/25/ted-strickland/ted-strickland-claims-john-kasich-undersold-condit/
107,2,Republican Party of Florida,"""Out of 860 bills (Sen. Bill Nelson has) introduced in Congress, only 10 have passed.""",4/9/2018,blog,Amy Sherman,4/20/2018,https://www.politifact.com/factchecks/2018/apr/20/republican-party-florida/florida-republicans-attack-sen-bill-nelsons-legisl/
108,2,Mark Pocan,Says withdrawing troops from Afghanistan could save the U.S. $50 billion.,5/21/2021,social_media,Laura Schulte,6/8/2021,https://www.politifact.com/factchecks/2021/jun/08/mark-pocan/wisconsin-us-rep-misses-mark-claim-removing-troops/
109,4,Thom Tillis,"""Gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation.""",10/26/2021,social_media,Paul Specht,10/29/2021,https://www.politifact.com/factchecks/2021/oct/29/thom-tillis/tillis-gas-prices-more-north-carolina-any-other-st/
110,5,Barack Obama,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",9/26/2008,other,Robert Farley,9/26/2008,https://www.politifact.com/factchecks/2008/sep/26/barack-obama/better-context-for-a-once-questionable-tax-claim/
111,1,Facebook posts,"Says the Atlanta mayor is ""shutting the city down for"" the NBA All-Star Game weekend.",2/25/2021,social_media,Tom Kertscher,3/1/2021,https://www.politifact.com/factchecks/2021/mar/01/facebook-posts/no-atlantas-mayor-not-shutting-down-city-nba-all-s/
112,3,Viral image,"""Dems Pass Bill to Vaccinate Children Without Parental Knowledge, Consent.""",1/3/2021,social_media,Samantha Putterman,1/6/2021,https://www.politifact.com/factchecks/2021/jan/06/viral-image/posts-about-dc-bill-allows-children-be-vaccinated-/
113,1,Facebook posts,"Pictures and reports of ""empty hospitals"" prove COVID-19 spread is ""fake crisis for real government planned agendas.""",3/28/2020,social_media,Tom Kertscher,4/3/2020,https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/hospital-beds-being-kept-empty-prepare-covid-influ/
114,2,Nathan Deal,"""We have been confronted with an unexpected storm that has hit the metropolitan area.""",1/28/2014,news,Nancy Badertscher,1/30/2014,https://www.politifact.com/factchecks/2014/jan/30/nathan-deal/deal-defends-comments-bad-weather-was-unexpected/
115,2,Kay Bailey Hutchison,"""Taxpayers even footed the bill for Perry’s trip to a bachelor party in Las Vegas.""",2/7/2010,social_media,Meghan Ashford-Grooms,2/11/2010,https://www.politifact.com/factchecks/2010/feb/11/kay-bailey-hutchison/hutchison-says-public-money-paid-vegas-trip/
116,5,Barack Obama,"""More than half of all black children live in single-parent households, a number that has doubled — doubled — since we were children.""",6/15/2008,speech,Stephanie Garry,6/23/2008,https://www.politifact.com/factchecks/2008/jun/23/barack-obama/statistics-dont-lie-in-this-case/
117,1,Club for Growth,"Says Donald Trump promised ""to take care of everybody (through government-run healthcare and) the government's going to pay for it.""",3/17/2016,advertisement,C. Eugene Emery Jr.,3/21/2016,https://www.politifact.com/factchecks/2016/mar/21/club-growth/club-growth-claim-ignores-key-points-donald-trumps/
118,2,Tom Graves,"""I've traveled the country advocating for the FairTax ...""",6/13/2009,speech,Eric Stirgus,6/4/2010,https://www.politifact.com/factchecks/2010/jun/05/tom-graves/linder-says-graves-played-minor-role-fairtax/
119,3,Hillary Clinton,"Says she will ""work to raise the federal minimum wage back to the highest level it’s ever been — $12 an hour in today’s dollars.""",2/12/2016,news,Louis Jacobson,2/17/2016,https://www.politifact.com/factchecks/2016/feb/17/hillary-clinton/hillary-clinton-says-she-wants-return-real-minimum/
120,1,Viral image,"The United Nations’ ""new world order"" agenda will create one world government with one world military and the end of national sovereignty.",5/9/2020,social_media,Patrick Orsagos,7/24/2020,https://www.politifact.com/factchecks/2020/jul/24/viral-image/facebook-post-distorts-uns-sustainable-development/
121,3,Reince Priebus,"Says Barack Obama has ""the worst record of any president when it comes to putting America deeper in debt.""",12/2/2014,speech,Louis Jacobson,12/4/2014,https://www.politifact.com/factchecks/2014/dec/04/reince-priebus/rnc-chair-reince-priebus-says-barack-obama-has-wor/
122,2,Donald Trump,"""NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.""",8/13/2016,news,Mark Dent,8/18/2016,https://www.politifact.com/factchecks/2016/aug/18/donald-trump/real-impact-nafta-pennsylvania-vs-donald-trumps-cl/
123,3,Joe Biden,"Says Republicans Mitt Romney and Paul Ryan support ""massive cuts in Social Security for future generations.""",9/2/2012,speech,Dave Umhoefer,9/5/2012,https://www.politifact.com/factchecks/2012/sep/05/joe-biden/biden-says-romney-and-ryan-support-massive-cuts-so/
124,1,Facebook posts,"""Joe Biden says Americans can only celebrate the Fourth of July if he says so.""",4/26/2021,social_media,Tom Kertscher,4/28/2021,https://www.politifact.com/factchecks/2021/apr/28/facebook-posts/biden-urging-covid-19-safety-has-not-said-he-might/
125,1,Viral image,"Says Sarah Huckabee Sanders tweeted, ""It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?""",6/11/2020,social_media,Ciara O'Rourke,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/viral-image/sarah-huckabee-sanders-didnt-tweet-conspiracy-theo/
126,1,Lindsey Graham,"Says House Democrats leading the impeachment inquiry are ""denying President Trump basic fairness and due process accorded every American.""",10/24/2019,other,Bill McCarthy,10/28/2019,https://www.politifact.com/factchecks/2019/oct/28/lindsey-graham/graham-wrong-house-impeachment-inquiry-denies-trum/
127,2,Viral image,"Chinese workers made ""90,000 banners"" for Trump’s 2020 re-election campaign and the president chose to hire ""Chinese workers instead of American workers""",2/6/2019,social_media,Samantha Putterman,2/15/2019,https://www.politifact.com/factchecks/2019/feb/15/viral-image/yes-trump-re-election-banners-are-being-made-china/
128,1,Kevin McCarthy,"Raising the national minimum wage to $15 per hour ""would destroy up to 3.7 million jobs.""",2/9/2021,news,Chris Nichols,2/11/2021,https://www.politifact.com/factchecks/2021/feb/11/kevin-mccarthy/gop-house-leader-kevin-mccarthy-distorts-job-loss-/
129,3,Republican National Committee,"Hillary Clinton was against setting a deadline for withdrawal, but now she wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",7/22/2007,radio,Angie Drobnic Holan,8/22/2007,https://www.politifact.com/factchecks/2007/aug/22/republican-national-committee-republican/clinton-has-avoided-setting-a-withdrawal-deadline/
130,1,Viral image,"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",8/22/2017,social_media,Louis Jacobson,8/24/2017,https://www.politifact.com/factchecks/2017/aug/24/viral-image/viral-post-gets-it-wrong-extent-slavery-1860/
131,2,Bloggers,"""FDA finally admits dental fillings are toxic.""",12/12/2018,social_media,Ciara O'Rourke,1/29/2020,https://www.politifact.com/factchecks/2020/jan/29/blog-posting/fda-has-warned-mercury-teeth-fillings-could-harm-s/
132,2,Scott Walker,"The projected $1.8 billion state budget shortfall for 2015-’17 ""actually comes from an assumption based on zero growth. That just doesn’t happen.""",10/17/2014,speech,Dave Umhoefer,10/23/2014,https://www.politifact.com/factchecks/2014/oct/23/scott-walker/scott-walker-says-budget-shortfall-prediction-base/
133,2,John McCain,"""The Taliban went after and murdered"" people identified in the Chelsea Manning leaks.",1/18/2017,news,Lauren Carroll,2/1/2017,https://www.politifact.com/factchecks/2017/feb/01/john-mccain/mccain-says-taliban-murdered-people-because-chelse/
134,1,Viral image,"""Corona is so bad, this guy died twice!""",4/13/2020,social_media,Ciara O'Rourke,4/15/2020,https://www.politifact.com/factchecks/2020/apr/15/viral-image/these-headlines-dont-prove-fake-news-about-covid-1/
135,1,Joseph Kyrillos,"Says ""when I voted against [an increase in the minimum wage], it was in the 80s.""",10/10/2012,speech,Erin O'Neill,10/15/2012,https://www.politifact.com/factchecks/2012/oct/15/joseph-kyrillos/joe-kyrillos-said-when-he-voted-against-minimum-wa/
136,0,Viral image,"Says Alexandria Ocasio-Cortez tweeted, ""Let’s begin ‘The Purge’ to roundup all Conservative traitors.""",1/12/2021,social_media,Ciara O'Rourke,1/13/2021,https://www.politifact.com/factchecks/2021/jan/13/viral-image/no-aoc-didnt-tweet-about-purging-conservative-trai/
137,1,Facebook posts,"Says Goodwill used the pandemic ""to fire all of their employees instead of laying them off.""",4/2/2020,social_media,Ciara O'Rourke,4/7/2020,https://www.politifact.com/factchecks/2020/apr/07/facebook-posts/some-goodwill-employees-have-been-laid-and-furloug/
138,0,Facebook posts,"""Maxine Waters just introduced a bill to re-name Memorial Day — George Floyd Day.""",5/26/2021,social_media,Isabella Fertel,6/25/2021,https://www.politifact.com/factchecks/2021/jun/25/facebook-posts/no-maxine-waters-didnt-write-bill-rename-memorial-/
139,0,Ann Coulter,"""100% of heroin/fentanyl epidemic is because we don't have a WALL.""",1/30/2018,social_media,Paul Specht,2/2/2018,https://www.politifact.com/factchecks/2018/feb/02/ann-coulter/would-wall-have-prevented-opioid-epidemic/
140,1,Viral image,"""Trump supporters tackled an Antifa thug, unmasked him, duct taped him to an electrical box.""",6/10/2020,social_media,Ciara O'Rourke,6/11/2020,https://www.politifact.com/factchecks/2020/jun/11/viral-image/no-photo-doesnt-show-antifa-member-taped-trump-sup/
141,3,Donald Trump,"""Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers.""",1/30/2018,speech,Jon Greenberg,1/31/2018,https://www.politifact.com/factchecks/2018/jan/31/donald-trump/donald-trump-inflates-apple-investment/
142,0,Facebook posts,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",1/24/2020,blog,Tom Kertscher,1/28/2020,https://www.politifact.com/factchecks/2020/jan/28/facebook-posts/claim-reports-10000-dead-wuhan-coronavirus-pants-f/
143,0,Occupy Democrats,"Says President Barack Obama ""has taken less vacation days than any other president in a generation,"" while Congress ""has taken more vacation days than any other Congress in history.""",8/20/2016,social_media,C. Eugene Emery Jr.,9/9/2016,https://www.politifact.com/factchecks/2016/sep/09/occupy-democrats/facts-take-vacation-occupy-democrats-claim-about-p/
144,0,Bloggers,"Veterans should vote Republican ""because the damn Democrats blocked the VA Healthcare bill again.""",10/4/2018,social_media,C. Eugene Emery Jr.,11/3/2018,https://www.politifact.com/factchecks/2018/nov/03/blog-posting/facebook-meme-miscounts-votes-claim-democrats-bloc/
145,3,Roy Blunt,"Says his amendment on a budget bill ""would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.""",2/25/2021,social_media,William Skipworth,3/10/2021,https://www.politifact.com/factchecks/2021/mar/10/roy-blunt/blunts-proposal-reopen-schools-relied-withholding-/
146,1,Tweets,Queens voters received pre-marked ballots for Joe Biden.,10/29/2020,social_media,Hayat Norimine,11/1/2020,https://www.politifact.com/factchecks/2020/nov/01/tweets/no-evidence-queens-voters-received-pre-marked-ball/
147,4,Barack Obama,"""America is No. 1 in wind power.""",1/20/2015,speech,Joshua Gillin,1/21/2015,https://www.politifact.com/factchecks/2015/jan/21/barack-obama/america-no-1-wind-power-obama-says/
148,2,Democratic Congressional Campaign Committee,"Congressman Jeff Denham ""has agreed all illegal immigrants should be detained, arrested and deported.""",3/17/2016,campaign,Chris Nichols,3/28/2016,https://www.politifact.com/factchecks/2016/mar/28/democratic-congressional-campaign-committee/mostly-false-claim-distorts-congressman-jeff-denha/
149,3,Bob McDonnell,"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",2/20/2011,speech,Jacob Geiger,3/8/2011,https://www.politifact.com/factchecks/2011/mar/08/bob-mcdonnell/gov-bob-mcdonnell-says-education-funding-grew-six-/
150,1,Viral image,"Says Hitler said, ""This year will go down in history. For the first time, a civilized nation has full gun registration! Our streets will be safer, our police more efficient, and the world will follow our lead into the future!""",8/8/2019,social_media,Ciara O'Rourke,8/21/2019,https://www.politifact.com/factchecks/2019/aug/21/viral-image/no-evidence-hitler-made-statement-about-gun-contro/
151,1,Viral image,Says Louie Anderson was flying to appear on Conan O’Brien’s show when he became ill a few weeks after receiving his third vaccine dose.,1/22/2022,social_media,Ciara O'Rourke,1/25/2022,https://www.politifact.com/factchecks/2022/jan/25/viral-image/social-media-claims-about-louie-andersons-flight-s/
152,4,Newt Gingrich,"In economic growth, ""Obama's best year was slower than Bill Clinton's worst year.""",7/23/2017,news,Louis Jacobson,7/27/2017,https://www.politifact.com/factchecks/2017/jul/27/newt-gingrich/was-barack-obamas-best-economic-year-worse-bill-cl/
153,2,Bruce Rauner,"""The candidates controlled by Madigan, all of them have said, ‘The answer to our problems is a massive income tax hike.’ """,12/4/2017,news,Matt Dietrich,12/14/2017,https://www.politifact.com/factchecks/2017/dec/14/bruce-rauner/rauner-distorts-dems-message-illinois-income-tax/
154,3,Tammy Baldwin,"Says Donald Trump ""has a long history of exporting jobs overseas.""",8/5/2016,speech,Tom Kertscher,8/17/2016,https://www.politifact.com/factchecks/2016/aug/17/tammy-baldwin/does-donald-trump-have-long-record-exporting-jobs/
155,4,Kamala Harris,"""Studies have shown Latinos are more than 40 percent less likely to call 911 when they have been a victim of a crime.""",2/16/2017,speech,Chris Nichols,2/24/2017,https://www.politifact.com/factchecks/2017/feb/24/kamala-harris/mostly-true-latinos-40-percent-less-likely-call-po/
